사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202001,2호선,강남,310,6,17056,12736,25137,54183,44628,156082,70230,340216,60770,394071,63771,181481,86622,153252,115480,158549,149166,188718,152468,162738,183604,154123,208926,158864,267291,193937,374029,263058,255352,194223,207610,87101,251784,64384,271204,57073,127885,35444,23456,10153,171,283,7,17,0,0,20200203
202001,2호선,강변(동서울터미널),22,3,8786,3308,26644,27161,83750,30798,131240,54634,102144,54638,81329,51965,78034,51500,76291,57859,74616,66491,69356,72566,70963,81920,72329,91972,78039,102568,84964,137322,67403,111576,54849,74848,45307,64264,30995,59467,12447,34050,2166,8371,40,144,1,4,0,0,20200203
202001,2호선,건대입구,361,14,19296,2185,23853,17018,53568,24729,101425,61012,66971,49469,40200,44069,40058,52620,47231,63951,53460,73940,55380,74019,59621,79476,68913,90855,83393,119274,96144,180881,75490,143384,77146,79108,91670,69914,97736,63550,62769,39222,10976,12858,105,1401,0,18,0,0,20200203
202001,2호선,교대(법원.검찰청),19,0,2861,7483,13229,24275,26311,52155,40516,151558,32126,144987,29666,73956,37649,66342,41832,61900,53110,67575,61223,62683,66159,56649,68614,56102,95143,67771,150290,88372,76296,58980,59768,31111,64807,27122,58115,25856,24186,14961,5043,4337,20,71,0,7,0,0,20200203
202001,2호선,구로디지털단지,176,8,36222,6567,50999,21744,139244,69743,190840,257694,123694,162115,77448,65489,69778,56558,76687,56283,80417,70543,73475,72047,77618,79279,90821,86852,129318,115856,238715,168175,128015,154457,79629,95397,66509,99533,55684,100145,27349,62035,4356,17001,33,747,0,1,0,0,20200203
202001,2호선,구의(광진구청),26,3,12239,1586,24595,9473,63129,14430,117404,39318,69053,26412,36958,20870,33169,21016,35381,23999,34774,27501,31979,29912,30765,35338,32580,40990,37219,53525,45799,87963,26483,73813,20204,46848,19094,45527,16849,44125,10169,27567,1805,8506,16,178,0,16,0,0,20200203
202001,2호선,낙성대,42,2,11169,1992,24611,9896,78292,16471,128037,41593,83960,36370,45119,27694,38839,25415,43257,28945,43815,32504,38687,34654,38434,38568,41751,43372,49346,57708,56891,91095,32054,95086,24927,58232,22887,57276,19902,58242,10721,38248,1831,11528,19,375,1,12,0,0,20200203
202001,2호선,당산,25,1,5944,3125,16394,13688,44121,25327,60965,83949,36644,41036,25842,22919,25892,21786,26252,22066,26807,25139,25029,25407,25922,27734,28828,32495,42618,42750,66782,71652,33742,56955,22931,35666,22909,34686,19895,33703,10639,22345,1640,5963,17,266,0,3,0,0,20200203
202001,2호선,대림(구로구청),538,14,30554,3376,30118,11371,65619,20838,99292,57694,73724,39259,46138,37336,38939,42196,41634,38423,43237,41048,39918,40911,40935,48201,44191,50969,51040,68204,64188,77163,36440,64188,25468,44726,21204,57177,15679,58820,8564,30699,1214,7854,28,403,9,4,0,0,20200203
202001,2호선,도림천,0,0,339,347,984,788,2674,2711,3437,5376,2069,2085,1838,1456,1683,1426,2278,2178,1814,1316,1819,1748,2241,1548,2320,1828,2864,2059,3327,2829,1859,2573,871,1639,819,1463,412,1274,215,1064,23,348,2,6,0,0,0,0,20200203
202001,2호선,동대문역사문화공원,349,3,8392,880,4521,8037,6808,18223,12708,50941,13360,38741,15083,31977,18224,30981,22554,31519,24355,35149,28522,34070,34222,31685,39289,31056,48224,32755,59193,39209,38991,42367,29587,29749,27382,23070,25851,17732,15509,11642,2992,3937,20,135,0,3,0,0,20200203
202001,2호선,뚝섬,30,0,3703,1721,7878,12965,19267,25576,31399,124010,19432,69798,15530,29590,16472,24061,19465,25225,24572,28013,26290,26027,29858,26530,35363,27575,47289,30694,108265,40414,54065,29146,30849,15529,27489,14577,19708,14029,8208,9187,1261,3302,6,93,0,0,0,0,20200203
202001,2호선,문래,5,1,3582,1812,10776,10449,41022,29860,46229,123099,27486,57778,20796,24398,20701,21868,23974,22185,25936,24440,25937,23394,27232,23899,32161,26363,50157,31396,101142,49225,40383,42407,27197,23002,26299,20452,21125,18666,9920,12686,1557,4246,14,117,1,1,0,0,20200203
202001,2호선,방배,13,1,2868,3496,9277,12768,22320,24352,35180,72282,29077,47818,20847,26568,22479,21796,23940,22496,27211,25830,27127,25318,29388,24405,33351,26006,43997,31313,69831,39629,31184,34496,22431,21105,22694,20146,19167,21184,8857,12882,1840,3883,14,51,0,7,0,0,20200203
202001,2호선,봉천,81,1,14248,1824,26561,8107,80680,10699,122201,25860,74665,23003,42805,21695,35425,23026,38313,25076,38659,28009,33165,30404,32451,37183,32795,43613,35085,52277,37565,80789,23309,77616,17724,47834,16272,47160,12417,45610,5629,28301,1039,8937,10,271,0,0,0,0,20200203
202001,2호선,사당,239,4,12823,3514,22446,31975,72384,42302,100259,71762,75294,55750,49472,45009,47161,55767,55923,57217,61078,56147,65596,57350,65902,67343,67458,88361,79066,114516,101028,170163,71703,139733,64500,75066,74192,71740,75212,70138,45656,44082,8289,14197,60,1041,1,27,0,0,20200203
202001,2호선,삼성(무역센터),146,1,5371,4807,8324,40223,16923,121432,24317,335521,24217,251880,25582,119755,37144,100992,48701,89509,64900,98010,82064,87745,106979,77630,126245,72886,194795,73287,312970,81382,195051,51248,144552,23902,123356,18962,87390,16139,24838,9108,3443,5464,10,1568,0,27,0,0,20200203
202001,2호선,상왕십리,30,0,5420,728,11961,5409,36487,10012,62742,33204,34843,19359,21997,13867,20990,12684,21580,14205,21332,16642,19375,17508,20242,19745,20596,21888,24579,29243,30638,49333,18705,36724,12678,24242,11462,23115,8165,22577,3757,15265,626,5176,6,73,0,0,0,0,20200203
202001,2호선,서울대입구(관악구청),3905,20,27922,2905,41245,15519,128194,26263,187423,65874,127436,68614,73416,53226,66756,53229,72530,57956,80194,67766,71296,67861,74606,74736,80797,83843,90002,108016,104233,165656,66140,167684,54239,95817,54128,91621,52504,92572,28248,60274,4754,23308,47,3829,1,73,0,0,20200203
202001,2호선,서초,2,0,1320,4929,6852,19138,14299,43812,24366,117501,25302,99067,19525,44420,28081,36922,26864,27275,36513,30278,36100,30068,40873,24013,45248,24151,65663,27097,105546,28639,51670,20769,32325,11796,34846,10420,23720,10548,8190,6148,1114,1779,5,17,1,5,0,0,20200203
202001,2호선,선릉,146,6,5730,6171,11391,38738,20973,104205,35022,295008,33635,217464,35426,99279,48324,66911,57764,59863,69552,70202,76739,61093,98724,53796,131036,50944,169307,55391,291029,64133,150980,46053,95049,26214,95986,22652,83382,20195,33129,12339,5671,5786,26,269,1,5,0,0,20200203
202001,2호선,성수,20,1,5007,3674,9360,26603,22103,61313,33107,260615,25930,108051,22923,43304,24600,35317,28385,34446,34185,39304,37813,38461,42447,38531,50490,39259,87916,42084,200723,51016,87097,37353,50172,20703,48459,17716,36067,16558,14941,12356,2108,6432,16,1122,0,9,0,0,20200203
202001,2호선,시청,30,1,1240,1426,2155,13273,5256,61738,8426,232302,11175,89924,17422,29665,24966,28017,25057,27140,30623,31763,36413,29173,43224,25572,47338,22412,82395,22348,185026,23778,65712,14090,47306,8363,44768,7692,29739,7355,12566,4553,1755,1379,6,114,0,7,0,0,20200203
202001,2호선,신답,1,0,932,39,1842,563,6195,874,10626,1850,4118,1070,2366,977,2090,1204,2213,1481,2187,1652,1956,2005,1753,2664,1857,3319,1860,3946,2163,8800,1199,7097,701,3402,561,3977,511,2820,180,2292,45,654,0,6,0,0,0,0,20200203
202001,2호선,신당,33,2,5546,1247,11206,7604,25551,14075,45785,33656,28214,24766,20124,19266,20235,20539,22222,22107,23999,24164,24366,24770,25135,25537,27580,27722,31794,33664,36811,46487,22955,35140,17208,22197,14790,20594,11103,19878,6073,13367,888,4447,6,69,0,0,0,0,20200203
202001,2호선,신대방,148,4,21151,2449,34647,9703,89155,17355,133335,36317,85794,25731,50115,21323,41218,22293,42106,25055,41567,28639,36415,31471,34528,41973,36159,47613,39565,60556,47956,89033,27839,87680,20342,56971,16704,63362,13182,63998,6393,38324,1085,11032,12,383,0,0,0,0,20200203
202001,2호선,신도림,3120,19,32818,5718,48482,18596,135727,39472,146940,120228,94169,80246,67295,74041,67304,71391,79047,77053,84802,83841,84034,79083,87606,85613,98526,97078,114918,116304,148442,179578,91482,155525,78652,87033,80845,80165,63607,80682,26992,61739,3376,26709,35,3426,0,52,0,0,20200203
202001,2호선,신림,286,17,38835,5074,75512,21667,211459,32226,321790,64662,192679,57517,109299,52260,93063,57082,97212,64149,97209,74931,88151,83015,86485,97290,92634,114569,101114,151361,109256,242827,74822,255485,60326,152982,58867,147500,54630,142615,31737,98889,5819,30555,69,808,0,0,0,0,20200203
202001,2호선,신설동,16,1,1050,370,1284,1744,2847,5924,5980,14358,4241,10841,4352,8627,5763,8134,7034,8136,7964,8247,9310,8093,10501,7068,11650,5877,12869,5498,16079,5853,6702,4827,3762,3286,3072,3122,2329,2713,836,2030,129,689,1,118,0,1,0,0,20200203
202001,2호선,신정네거리,58,1,7373,1377,12403,7378,40239,4963,38564,11287,23109,8463,16935,7767,15414,8619,15620,9827,14878,11754,13348,12866,12771,15597,14590,19081,17282,24536,13945,40805,8218,33425,5943,21750,4733,17302,4053,17200,1906,12457,339,3323,6,313,0,0,0,0,20200203
202001,2호선,신촌,155,5,10148,3179,15228,14718,36635,36129,53863,88253,39847,110754,40808,73225,50632,73474,63895,78576,72265,93202,71029,78941,82387,75838,95549,80330,112885,96144,115402,135857,85416,103066,85948,54037,94271,43865,101149,39405,52494,29263,7954,8690,63,194,0,4,0,0,20200203
202001,2호선,아현,27,2,4070,1067,9219,6934,25172,8100,36713,16552,23303,13319,17136,10429,16842,9570,17994,11856,16868,12860,16121,13499,15803,15395,17441,17956,19522,21143,20758,30289,12161,26062,8568,17356,7275,17072,4659,16413,2386,11589,366,3111,4,103,0,1,0,0,20200203
202001,2호선,양천구청,16,0,4672,949,10464,2054,31158,4698,29660,10142,17541,5974,12656,5615,11945,5677,11905,7179,11242,8602,10021,9186,9236,11261,10053,13087,10467,17229,10829,28250,4716,26256,3353,16176,2734,14138,2416,13915,966,11242,165,3656,3,90,0,1,0,0,20200203
202001,2호선,역삼,45,3,4086,7784,8916,37105,14936,125414,27869,351678,25631,271513,26415,112435,36852,72440,46353,60653,55858,71037,62500,62644,82230,54526,99335,49584,176083,56938,280874,68397,151122,48756,91858,26109,90601,20865,69357,18026,26940,11828,4855,3890,25,124,0,4,0,0,20200203
202001,2호선,영등포구청,34,3,5070,2641,12160,11232,40854,31908,49782,118922,31533,53673,24485,27860,26038,25588,27859,26034,30499,29352,31187,28665,31681,28783,36151,30581,50746,36209,102124,56202,39650,42765,29833,24918,28806,22716,22994,21627,10049,15166,1668,5582,10,244,0,4,0,0,20200203
202001,2호선,왕십리(성동구청),793,3,7174,1026,10897,5925,25993,10267,52081,27018,32492,20061,21063,15128,21954,17259,24387,19619,26779,21296,25965,22070,27245,23728,30226,27861,37710,36986,43231,62193,28389,44515,26659,25644,30881,22733,30436,21771,19537,15961,3027,5908,21,139,0,0,0,0,20200203
202001,2호선,용답,3,0,2284,250,2931,832,7216,1361,12647,2994,6637,2181,4525,1867,4280,2202,4520,2947,4852,3437,4316,3592,3959,4314,4039,5568,4343,6132,3967,10111,2413,7656,1720,4745,1304,5768,1007,5233,554,3824,109,1141,0,9,0,0,0,0,20200203
202001,2호선,용두(동대문구청),9,0,945,146,1385,963,4720,2093,7855,6378,4120,3912,3291,3399,3701,4240,4289,3999,4804,4821,4971,5122,5278,5120,5316,4705,5310,4718,5987,7450,3048,6232,2344,3244,1902,3033,1250,2401,466,1831,79,524,1,14,0,0,0,0,20200203
202001,2호선,을지로3가,8,0,1005,1691,2296,16810,5569,60909,10012,158685,12764,79297,17026,39520,22112,31809,23676,29175,27555,31428,31564,28134,37035,26140,44532,26490,73367,29351,135100,34171,62878,21182,44046,11763,43926,9565,35457,8591,19541,5814,3271,1510,11,57,0,3,0,0,20200203
202001,2호선,을지로4가,3,0,867,1075,1679,10442,3367,27377,5899,74416,9560,42799,12876,25861,16148,25320,18350,24942,20917,23465,24661,22392,28370,21172,31120,17585,49132,15991,72389,13876,34892,9061,18175,6090,14503,5987,9957,5401,4973,3868,896,1054,5,42,0,0,0,0,20200203
202001,2호선,을지로입구,78,0,2420,2829,3724,27446,8316,119553,14847,344062,19975,162968,28194,90084,40361,95285,46542,73918,60140,76216,71081,67734,86640,63379,99579,65029,147858,67577,299995,71936,148535,45187,137456,25928,115795,21192,81086,17256,37272,10681,4172,3962,25,805,0,24,0,0,20200203
202001,2호선,이대,38,1,2790,1422,6275,11973,16984,12370,25583,38158,17563,38527,14710,31098,19657,29512,27642,36035,28780,33283,29348,30723,36498,30127,43265,29402,49630,28408,42048,35533,27885,28153,21787,17607,21967,16094,18027,15824,6031,12624,861,3666,10,129,0,4,0,0,20200203
202001,2호선,잠실(송파구청),120,0,11900,5839,44882,34632,113517,82409,174509,187724,129366,183057,87817,122241,91459,129248,101730,126226,115524,133689,123227,130105,140107,137480,160594,146991,209245,171131,270618,233640,189984,175978,176001,102906,146779,95896,114977,94099,41853,55722,5002,12059,48,456,0,30,0,0,20200203
202001,2호선,잠실나루,4,1,2980,1620,10338,9483,36021,19282,50492,37615,30818,29560,25068,22132,26157,19991,26204,23480,24994,25120,26691,23577,28024,22738,32001,21769,36740,26918,33837,40339,18852,34208,14349,20388,10764,19564,6908,19478,3462,11659,555,3575,3,55,1,4,0,0,20200203
202001,2호선,잠실새내,45,2,5439,984,15387,7234,52905,13342,79263,27528,49457,33256,32929,25780,32580,27180,35999,29468,36834,35055,33216,37530,34179,40808,38543,46844,41027,61854,46227,92743,34465,74281,30202,41912,31653,36933,30366,35473,18894,20094,3288,6301,34,323,0,1,0,0,20200203
202001,2호선,종합운동장,12,2,1776,1566,5884,6305,16755,12693,26208,23535,19406,16495,13521,11928,12908,11406,13606,14450,13586,16261,16679,19015,15985,16884,17410,19590,19677,21975,21899,33230,13284,24544,11972,12644,12248,12742,14266,13000,2499,7954,336,2260,8,131,0,2,0,0,20200203
202001,2호선,충정로(경기대입구),22,3,3389,923,6537,5301,15708,13749,23355,66188,16141,32610,12638,14251,13685,11479,13516,11497,15377,13379,14746,12990,15136,13243,17187,14209,23061,16482,54400,23421,18216,17973,12209,12211,11505,11916,8496,11367,3765,8317,647,2318,4,128,0,1,0,0,20200203
202001,2호선,한양대,3,0,1032,269,2428,6174,5773,9814,9399,30231,7031,40511,6192,19748,9397,14010,10533,17622,12353,18139,12805,13088,15297,10470,23465,9923,31702,10246,29927,12523,13887,8729,10364,5879,10452,5336,8444,5418,4922,3869,1011,1289,4,36,0,0,0,0,20200203
202001,2호선,합정,136,2,9186,2643,17030,14953,42456,33660,56488,98933,37882,71344,29944,46579,32389,45015,36869,52182,41971,59231,43363,56252,48897,54971,58063,63333,74703,78209,117313,113762,75526,91888,62269,47028,73708,36898,70577,32838,38358,23420,6515,8425,64,322,0,5,0,0,20200203
202001,2호선,홍대입구,1718,28,38358,3941,35718,18815,66585,34086,85423,106984,67037,124852,63633,96961,74564,121480,83645,157846,95789,181473,102168,176360,122233,179626,147929,189366,180622,211847,215475,265759,176544,215161,170048,123185,206236,97238,226198,78303,125826,58673,16246,21334,235,2123,0,23,0,0,20200203
202001,3호선,가락시장,13,0,2469,577,6372,5035,18981,8971,24531,31365,17511,16457,15052,11689,15582,12743,16293,13987,16582,15194,16776,15377,17660,17122,18321,17320,20852,21121,32589,27882,14469,21528,11402,13348,10228,11418,8259,11420,3578,7405,517,2441,7,107,0,1,0,0,20200203
202001,3호선,경복궁(정부서울청사),98,1,2694,1474,5681,12136,13708,33977,20754,116915,21891,62188,18734,50719,23881,49721,29781,47171,38547,49734,44423,42716,53405,36059,63764,30459,74714,29761,106948,35838,42669,25989,33170,14367,38742,12179,23953,11890,9791,7426,1587,2287,3,65,0,0,0,0,20200203
202001,3호선,경찰병원,6,1,2359,209,6803,2960,21327,7033,27528,29497,16995,15747,12727,10653,12400,7892,11172,9719,11890,11596,12168,11023,12307,10687,12922,11297,16446,14883,21898,21692,8421,19265,6682,11999,6315,10371,4146,10200,1573,6879,218,1804,0,22,0,0,0,0,20200203
202001,3호선,고속터미널,192,0,6678,4380,7573,35259,25475,52507,46556,89553,54462,108364,62012,101780,78751,124749,95469,119401,107407,123063,118867,127957,134363,134457,148004,133956,168954,137859,161364,150453,142058,101436,157270,60037,107757,45599,71187,35399,25944,19195,3037,3563,70,36,1,1,0,0,20200203
202001,3호선,교대(법원.검찰청),22,1,1121,569,3002,5162,7590,17173,12290,47330,10233,36843,11518,17778,15068,13201,16948,12873,21457,13230,25442,12564,27028,10999,29228,11182,40517,14247,67533,20303,31051,12386,25155,5983,27656,4417,27910,4105,10618,2692,1632,869,7,14,0,0,0,0,20200203
202001,3호선,구파발,131,10,9087,1463,27759,8712,85719,18856,86085,26281,45782,26082,32508,26349,31047,24474,32912,26972,32853,29159,31492,31141,33410,31114,36009,36760,39416,42176,37232,68148,23444,66194,18885,38316,16642,34797,14117,31426,4775,23393,779,8131,7,286,0,3,0,0,20200203
202001,3호선,금호,37,9,4252,565,9110,2671,24734,4339,38348,8424,25257,7273,16184,6559,14524,7204,13928,8944,13831,10630,11980,11332,12131,13641,12040,16071,13117,20626,12893,30275,8599,24423,6527,16918,5321,15069,4046,14239,2011,8726,377,2748,2,25,0,0,0,0,20200203
202001,3호선,남부터미널(예술의전당),55,3,2917,1156,7925,25186,26349,53952,45388,157228,40989,86657,41755,55733,47887,47146,50815,49526,52517,58370,53537,59950,59178,57385,65087,61031,99148,65660,151152,74826,74657,53458,53068,30299,49209,24677,38764,20091,19558,11086,1864,2972,1,31,0,0,0,0,20200203
202001,3호선,녹번,13,2,7947,1135,19100,9722,54883,7058,66768,17982,38292,10449,24749,9241,22131,9229,21317,11151,20483,13268,18187,14099,17225,17032,18961,21887,20578,27336,20557,45446,9980,43574,6982,26905,6159,25314,4572,23257,2051,15132,283,4486,5,14,0,2,0,0,20200203
202001,3호선,대청,19,2,3432,1146,9477,6517,24772,9728,32918,26434,19101,11477,15149,7881,14667,8356,14948,9674,15554,10960,14311,11836,15890,13569,17516,14328,22280,18855,29075,26747,12067,24402,9579,16199,8004,14609,5501,15737,2241,9672,306,3156,1,26,0,0,0,0,20200203
202001,3호선,대치,11,0,2522,827,11025,7479,23160,18066,27089,28956,16514,25047,13431,16283,14406,14926,18040,20258,20721,23436,18499,19244,20163,20631,22223,21799,34637,29165,33042,29936,19677,23475,14524,14232,16518,14119,36167,13722,4388,8111,484,2634,3,28,0,0,0,0,20200203
202001,3호선,도곡,39,0,989,296,3456,3216,8031,10408,12015,21515,8055,19435,6153,8811,7339,8301,7964,8042,8776,8217,8793,7031,9922,7255,11399,7138,17002,9147,20147,11477,10635,9677,6649,5797,6494,5322,4425,5212,1513,3228,222,1737,3,386,0,0,0,0,20200203
202001,3호선,독립문,111,2,4574,692,5971,4249,15266,8777,20585,19326,15510,15155,13022,14647,12836,11965,15907,12123,15402,13902,15430,12900,15882,13092,15515,13447,16248,15050,16709,19073,8234,15952,6159,10416,4881,9279,3658,9168,1248,6274,203,2589,3,886,0,0,0,0,20200203
202001,3호선,동대입구,9,4,1412,1101,2384,7681,4760,19222,8457,57030,6800,31870,6873,25328,8877,22889,11256,18843,14826,20500,15471,17439,18389,14063,21703,13424,37664,15961,44942,17369,23276,10292,24262,5983,16193,5416,12827,4644,4255,3304,477,1323,2,110,0,0,0,0,20200203
202001,3호선,매봉,5,0,1495,429,6009,8759,13541,18342,19405,68807,13907,35089,11378,14198,12816,13670,12909,12607,14381,12837,16651,12086,18227,12229,20251,12750,30442,16381,61780,21814,24102,16425,15592,9375,16369,8578,10686,8409,4142,5709,505,1536,6,78,0,0,0,0,20200203
202001,3호선,무악재,24,0,1746,236,4383,1565,14357,2703,17496,5043,10937,3529,7978,3604,6876,3589,6784,4059,6432,4820,5506,5312,5157,6529,5497,7686,5923,9460,6828,14182,3300,13605,2393,8772,2001,8068,1356,8051,604,5427,130,1520,3,12,0,0,0,0,20200203
202001,3호선,불광,35,1,8656,978,17296,5797,49435,8935,62901,30909,35783,30289,26832,26955,26789,25619,27336,28059,29493,33162,28860,33514,30232,33910,31946,37646,32809,42582,34845,61197,20039,51840,15809,31443,14168,27801,10420,25260,4554,17240,759,5561,2,35,0,0,0,0,20200203
202001,3호선,수서,179,4,4529,2107,11654,13450,33443,26078,45311,52268,32182,34174,32843,22766,27210,19802,32954,25314,32457,24549,24625,25412,32340,29223,35992,32226,40414,38746,54958,53056,26313,41896,25302,29329,17762,23553,17771,23955,8338,10767,917,4443,85,348,0,0,0,0,20200203
202001,3호선,신사,87,11,4732,1526,6752,19003,11504,42799,19681,115131,17898,136145,19682,73163,26650,56279,33158,59537,40903,65648,48827,63730,58331,59388,68234,58937,91951,65572,145239,85687,106968,54600,73613,23936,78715,17328,68417,13340,30815,9884,4120,3737,14,29,0,0,0,0,20200203
202001,3호선,안국,40,2,1726,2109,3221,18483,5757,82014,8855,113771,9575,69746,12311,53406,19810,58196,29009,53392,34959,50800,43799,48114,53817,38597,63978,32229,109346,27963,123783,25873,53159,14652,41401,8177,37631,6578,22708,6779,7665,3793,999,1174,6,9,0,0,0,0,20200203
202001,3호선,압구정,45,1,3165,1989,8577,20730,15314,43485,27420,150257,20730,163194,26188,81825,35360,72855,41639,58937,47597,65472,58081,59404,66634,56541,74496,53783,91914,60870,147349,69848,106922,44384,82382,19750,62176,15415,48757,12693,18366,7739,2199,2988,11,360,0,6,0,0,20200203
202001,3호선,약수,88,1,5448,1039,9533,5220,22711,9966,41408,33857,28783,23674,20026,17153,20256,16036,22204,16372,23836,18053,22096,19294,21991,20605,23257,23168,26521,29156,35352,43058,20997,31902,16573,20539,15846,19277,12819,17596,6416,11477,1163,4406,9,773,0,0,0,0,20200203
202001,3호선,양재(서초구청),85,1,5122,2562,12907,36298,32275,94318,47106,249266,34859,134846,32490,63343,37237,56797,43072,49906,52687,56707,55572,49870,64101,48930,74116,49353,115403,64924,207815,85817,103481,61056,69983,34760,69852,30420,52311,26917,19843,16037,2142,4740,11,59,0,0,0,0,20200203
202001,3호선,연신내,277,24,24985,2154,47069,11980,132452,18341,166905,35518,96064,40858,67442,38064,62083,39506,69431,46058,67706,52322,61543,55824,60252,64726,64051,75960,63317,92099,58244,141335,41311,138548,33332,80884,31726,74505,28504,69072,15101,46876,2705,15557,21,142,0,0,0,0,20200203
202001,3호선,오금,16,0,3196,21,6453,1802,23856,4924,32609,14024,16819,6311,10284,5448,9154,5012,9374,5795,9690,6345,7819,6903,7756,8205,8164,9631,10912,12524,14059,21006,6001,16945,4261,11712,3907,10375,3699,11285,1121,7123,174,2326,1,28,0,0,0,0,20200203
