사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202101,2호선,강남,110,3,5034,10478,13743,40055,29652,120313,46525,260062,37172,253781,37419,121344,51439,85029,65397,81066,74938,96581,86107,91218,111104,84557,125759,83160,190350,93494,278385,107650,177478,60270,159575,31438,189419,34814,43747,13090,11496,6586,10,90,0,0,0,0,0,0,20210203
202101,2호선,강변(동서울터미널),6,0,6507,1522,20746,12651,62162,17119,82739,33761,55500,28013,35773,26116,34518,25392,36069,28671,35391,31506,35384,33395,35252,39192,35507,43717,39405,57550,45123,87744,32220,64331,24895,41097,21116,45213,8647,16940,2738,6600,7,226,0,0,0,0,0,0,20210203
202101,2호선,건대입구,99,2,10196,1647,15521,14964,41543,22036,73021,51470,48020,39280,26759,29168,25530,31157,29378,38195,32171,43861,34681,46822,37936,52087,43920,60841,53211,77361,67571,106890,49289,66800,67062,38480,73464,48501,16354,21459,4654,9211,6,990,0,0,0,0,0,0,20210203
202101,2호선,교대(법원.검찰청),16,0,1831,6304,10190,22249,18684,43921,27004,132412,21432,114162,20350,57466,24357,41539,27771,37404,32984,43811,39325,40027,44520,36371,50526,35547,81945,40261,122747,47092,56682,29898,47941,17716,56347,20865,14777,7216,4504,3666,12,54,0,0,0,0,0,0,20210203
202101,2호선,구로디지털단지,149,3,31848,4770,45017,21267,111142,69658,154198,211123,92286,127296,51478,48906,45411,38770,48793,40228,51787,45958,49036,47016,50311,55875,60112,61801,105315,90648,186197,136745,93693,110343,61018,69837,55066,89145,19572,38694,5003,16148,4,148,0,0,0,0,0,0,20210203
202101,2호선,구의(광진구청),29,0,11039,883,20895,8077,52867,11707,91632,33680,52706,19589,26482,15682,22104,15981,23003,18353,23505,20906,22616,22330,22220,28143,24029,32018,28910,44994,35171,78224,17431,57568,16225,37725,16875,45171,7683,19710,3025,7599,5,554,0,0,0,0,0,0,20210203
202101,2호선,낙성대(강감찬),59,15,9693,1544,21070,6964,61348,13594,102281,30386,64900,24299,32575,19030,27249,17580,29807,21592,30024,23206,27836,25093,28141,30182,29926,34405,35411,49421,37741,82941,21494,74232,18214,48597,17779,57373,9620,26367,3109,11097,4,706,0,0,0,0,0,0,20210203
202101,2호선,당산,19,1,4792,2138,13516,9641,35071,21563,42891,64173,25738,31172,16216,15874,15537,14023,17031,15344,17639,16789,17103,17379,17593,18963,20736,22882,30118,32747,49418,54310,21964,37766,18626,24476,20165,30772,7108,11361,2284,5877,2,227,0,0,0,0,0,0,20210203
202101,2호선,대림(구로구청),278,4,26679,2690,25802,8910,52499,19302,77458,48404,48077,29840,27579,23279,22826,24441,25841,24396,26406,25933,25947,26937,25781,32800,27314,35563,35561,49828,46182,59641,23590,44069,16312,32330,14537,51905,6058,21753,2214,7978,4,248,0,0,0,0,0,0,20210203
202101,2호선,도림천,0,0,271,283,907,628,2520,2345,2964,5219,1507,2249,1725,1356,1368,1184,2301,1828,1440,1414,1817,1720,1892,1389,2534,1574,2666,2009,3439,2454,1849,2374,859,1411,873,1702,241,711,98,330,0,23,0,0,0,0,0,0,20210203
202101,2호선,동대문역사문화공원(DDP),345,3,6154,770,3699,5698,5189,13837,7526,37533,7598,24028,6887,18541,9002,18850,11153,16274,11999,18030,14833,17873,17648,15567,21626,13337,28326,13273,32479,14756,20046,17449,17718,10229,15197,9159,6025,4741,2249,3634,1,185,0,0,0,0,0,0,20210203
202101,2호선,뚝섬,10,0,2833,1895,6441,10928,14571,28378,21655,113554,13285,69541,10460,26549,10687,17041,13139,17703,16053,19736,17961,18392,20378,18090,25542,18553,45036,21724,100514,29088,48622,18587,29624,11345,27154,12854,8235,5566,1886,3022,1,50,0,0,0,0,0,0,20210203
202101,2호선,문래,13,0,2986,1602,9964,8132,33418,29947,37298,103191,20696,49622,14132,18982,13356,15464,15785,15547,17036,16894,17692,16314,19397,16034,24257,18335,46487,24342,87393,40815,30471,30045,24147,16985,23175,19357,6196,8200,1806,3572,1,101,0,0,0,0,0,0,20210203
202101,2호선,방배,3,0,2120,2803,7776,12777,17787,23548,25560,59160,20090,40045,13888,17914,13843,13443,15147,14621,18110,16517,17759,16278,19383,16337,25724,17591,35334,22857,55232,30687,23585,22462,17724,14899,19974,19435,6417,6969,2076,3313,1,39,0,1,0,0,0,0,20210203
202101,2호선,봉천,70,1,12888,1158,23325,5641,64508,8378,100646,21105,57687,15808,30200,15207,24646,16144,25683,18602,26739,20663,23844,23357,23328,29801,23042,32903,23867,44946,26663,74508,15271,64516,13525,40823,13194,48751,5615,20508,2014,9073,3,129,0,0,0,1,0,0,20210203
202101,2호선,사당,241,6,10062,2787,20452,23575,56743,31462,80653,52433,56143,39065,34321,30985,31567,31577,35449,33583,37127,35496,36995,36945,38010,44770,42071,59181,53076,78640,71777,112363,47610,79285,48165,48828,53571,60327,15943,23811,4948,10872,24,730,0,0,0,0,0,0,20210203
202101,2호선,삼성(무역센터),121,0,3637,4276,5395,30018,11858,101072,15965,255575,15575,175480,16247,71261,23205,49704,28470,44924,36225,50856,45684,44369,58856,40072,73902,35609,142313,36123,227196,38660,120362,21491,104334,11783,84363,13282,21730,4397,4351,2178,1,952,0,0,0,0,0,0,20210203
202101,2호선,상왕십리,46,2,4600,339,10226,4503,29794,9515,47721,28928,25664,16250,15686,10908,14109,10200,14765,11218,15139,12077,14654,12594,14873,14358,15447,17312,19573,25367,23646,41112,13297,28865,9829,18480,9608,23122,3926,9160,1139,4306,0,32,0,0,0,0,0,0,20210203
202101,2호선,서울대입구(관악구청),3494,10,24038,2018,34462,10730,99513,22507,150221,49643,95946,48221,49820,38708,44674,36173,48491,39914,51073,44312,49709,47128,51595,54399,56225,62790,61200,85583,68282,143792,42141,122115,41907,72811,45317,87115,17231,39436,5752,17177,3,3561,0,0,0,0,0,0,20210203
202101,2호선,서초,22,1,1077,4015,5922,16061,10989,35680,18161,98628,17441,70628,13348,29020,15706,18992,16001,16007,19093,19280,22593,17534,28163,15678,31681,15386,55588,16515,85208,16865,35468,11841,25187,8279,25887,9859,9722,3500,2471,1585,4,17,0,0,0,0,0,0,20210203
202101,2호선,선릉,30,1,2881,5556,8540,31307,16420,95646,23955,231198,22164,179864,23902,75181,31827,51884,37315,42671,44823,47993,54961,43025,70473,38804,99754,36458,148380,35315,234548,38405,119417,24059,83214,15390,95614,17917,27077,6860,7135,3436,8,121,0,0,0,0,0,0,20210203
202101,2호선,성수,14,1,4179,2805,8025,21518,18452,63728,25980,229101,18388,117674,15317,38446,17076,26745,19045,27754,23383,29454,26558,28812,30550,28538,39869,28954,85623,31392,187090,38168,83822,24284,51293,12940,49326,15487,13370,6990,3069,4142,3,857,0,1,0,0,0,0,20210203
202101,2호선,시청,12,1,830,1241,1438,10200,4133,55307,5609,170817,6782,71767,8528,19791,12957,14372,12403,14342,15432,14847,20107,14073,23855,12361,27210,10141,64690,10422,138358,9718,48353,4458,33310,2639,32628,3513,8700,1310,1767,724,9,47,0,0,0,0,0,0,20210203
202101,2호선,신답,2,0,811,79,1282,532,4774,845,8015,1568,3382,916,1673,699,1419,886,1549,1018,1589,1207,1490,1457,1307,2093,1276,2528,1500,3546,1630,7732,706,5975,472,2698,476,3595,274,1298,50,637,0,6,0,0,0,0,0,0,20210203
202101,2호선,신당,36,0,4921,924,8887,6434,20250,12748,34119,28184,20480,19881,13876,14840,13543,14996,15468,16163,16793,16849,17807,17865,19267,18757,20483,20496,24557,24699,27929,36132,16908,24661,14257,15380,12441,19285,5003,8111,1529,3789,2,50,0,0,0,0,0,0,20210203
202101,2호선,신대방,70,3,20315,1335,30015,7606,71291,14494,107000,26455,62853,17618,33376,13986,27043,15228,26974,18121,26909,20203,23924,23751,23159,30791,24585,36247,27434,51222,32127,81829,17645,69384,14057,46918,12115,64874,5998,28083,1977,11687,0,106,0,0,0,1,0,0,20210203
202101,2호선,신도림,2984,27,28214,3882,39228,13979,103882,32846,111254,96437,67798,54742,44424,48916,43293,43198,48930,45396,52292,48752,51890,49758,53860,55961,60532,61324,74112,80508,104728,127652,60575,100042,56733,57976,51499,71636,12665,30440,3878,15027,11,3057,0,0,0,0,0,0,20210203
202101,2호선,신림,201,5,32431,3151,62867,16058,169189,26855,259505,50025,152632,42542,76710,35268,64159,37026,66910,44722,66805,51857,61260,59453,60235,74671,63885,88559,67801,124562,68317,211632,44074,187718,46143,116451,45473,142690,18634,66030,6179,29890,6,236,0,0,0,0,0,0,20210203
202101,2호선,신설동,11,1,912,323,1062,2005,2578,5096,4841,11852,3209,7103,2871,5123,3582,5502,4490,5496,5224,5842,6515,5502,7566,4980,8118,3930,9346,4088,9823,4529,4146,3281,2777,1952,2278,2218,869,1050,188,535,0,124,0,0,0,0,0,0,20210203
202101,2호선,신정네거리,34,0,6354,1085,11964,3957,36642,4390,34465,9970,17531,6777,11323,5718,10066,6818,10939,7743,10568,9116,9530,9220,9576,12026,10344,14315,10477,21268,9133,37308,5255,30251,4992,16035,4113,17985,1698,9101,450,3798,5,195,0,0,0,0,0,0,20210203
202101,2호선,신촌,31,1,3737,2262,9291,12666,25098,25997,35756,56934,25315,65169,23707,42706,28384,37804,33878,42420,35055,48520,38488,44595,45878,41479,55174,42105,65969,49441,67269,67573,47473,43890,60651,23856,55762,28646,17949,12957,5623,5973,1,88,0,0,0,0,0,0,20210203
202101,2호선,아현,12,0,3592,1089,8442,6558,21410,6673,29763,13549,17181,10425,11832,7738,11666,7777,12527,8488,12469,9494,11628,10393,11758,11929,14834,13091,14246,18167,14857,27510,8583,21445,6475,13887,5374,16872,2293,7303,676,3164,1,24,0,0,0,0,0,0,20210203
202101,2호선,양천구청,7,0,3654,840,9058,1764,25530,3887,23040,7977,12113,3856,7487,3423,6948,3737,7508,4879,7292,5554,6084,5830,5922,7789,6149,9148,6603,13981,6637,24146,2889,22012,2485,12195,2276,13265,1357,6742,304,2881,0,242,0,0,0,0,0,0,20210203
202101,2호선,역삼,36,0,2930,6797,7065,39130,11073,105499,19280,267827,18175,218403,17670,82553,23486,47845,29523,42686,34465,47106,42617,41421,57015,35452,78171,32417,153897,34113,232035,36284,120772,24297,76207,16103,78781,17978,27040,7635,7045,3606,8,41,0,0,0,0,0,0,20210203
202101,2호선,영등포구청,12,0,4385,2330,10381,11899,31770,30943,38069,105793,22833,47759,17381,23178,18433,19031,20055,19587,21577,22020,23041,21279,25362,20790,28820,22512,45290,27760,91649,43179,33147,30065,26573,17361,25677,21451,7801,9168,2686,4495,2,202,0,0,0,1,0,0,20210203
202101,2호선,왕십리(성동구청),700,1,5109,591,7535,4398,19635,8414,35930,22413,21705,14980,13751,11144,13866,11199,15494,13491,17102,14385,17021,14785,18200,16692,20059,18833,26229,24752,29287,38899,17909,23291,21614,14068,24635,18466,7332,7594,2731,3911,7,81,0,0,0,0,0,0,20210203
202101,2호선,용답,5,0,2103,195,2339,763,5301,1456,10081,2243,4977,1682,3065,1485,3028,1692,3056,2219,3508,2429,3434,2979,3150,3463,3361,4622,3260,5056,2868,8372,1490,5760,1014,3629,950,5892,691,2567,185,1155,1,7,0,0,0,0,0,0,20210203
202101,2호선,용두(동대문구청),22,3,910,158,1162,680,3803,2004,6641,5680,3342,2760,2501,2607,2782,2822,3064,2676,3223,3292,3636,3773,3864,3760,4029,3312,3882,3646,5144,6492,2022,4816,1354,2508,1023,2962,550,1081,189,512,0,4,0,0,0,0,0,0,20210203
202101,2호선,을지로3가,6,0,748,1401,1666,14077,3943,54464,6519,125335,7272,57003,7942,24295,10560,17598,12023,16012,14508,17561,18556,16011,22100,14105,28616,13099,59420,13296,107331,13342,44910,6012,32984,3474,34558,4246,9704,1617,2108,700,0,71,0,0,0,0,0,0,20210203
202101,2호선,을지로4가,5,0,847,983,1115,10536,2485,25329,4406,63837,5198,38119,6803,21753,9710,17836,12515,15903,13552,15534,17509,15692,19990,12765,24140,10015,42010,8517,58605,6581,26975,3987,14604,2146,12474,2816,4176,1128,1164,562,0,43,0,0,0,0,0,0,20210203
202101,2호선,을지로입구,38,3,1350,1524,2530,20876,6057,96915,9537,236987,10076,123639,11928,51604,18000,41545,22386,33687,29648,33180,35485,30294,45779,26356,53768,24456,116958,25338,197433,25629,86998,12932,88078,7796,54037,8637,13739,3095,2783,1302,6,614,0,0,0,0,0,0,20210203
202101,2호선,이대,26,0,2005,1138,5077,9154,15255,8737,19888,23013,12520,20082,8803,14579,9915,12433,11470,13153,13518,15295,13438,14406,15188,14013,20855,13583,25816,16371,23797,23280,13714,17660,12855,11150,11638,14311,4843,6763,1695,3109,2,78,0,0,0,0,0,0,20210203
202101,2호선,잠실(송파구청),80,8,9203,3516,35087,32593,88048,57128,125062,128844,89027,102613,55756,61956,53690,61822,59302,63221,66040,68381,69231,73420,76529,76445,92381,84781,121767,108917,151010,155726,96739,109257,105437,69629,82820,83635,25918,29360,5553,12087,16,395,0,0,0,0,0,0,20210203
202101,2호선,잠실나루,5,0,2284,1202,8318,8332,28888,17761,36184,29972,21729,19307,16329,13921,15858,11593,15662,14882,15146,15430,16788,13007,17861,12620,21261,13169,25118,17947,23791,31227,10945,24442,8481,14381,6849,18415,3332,7291,946,3286,3,119,0,0,0,0,0,0,20210203
202101,2호선,잠실새내,8,1,3138,815,12120,6711,41020,13284,55616,22777,33742,24205,20540,18223,19460,18908,22032,21217,23305,23822,21974,24235,23388,26923,27585,31306,27828,41838,31511,62541,23266,43675,23966,24789,29236,29974,8136,11469,2188,4674,4,414,0,0,0,0,0,0,20210203
202101,2호선,종합운동장,4,0,1241,748,4253,3673,12738,7083,16990,14074,13050,8036,7161,4883,6378,4895,6646,5848,7115,6325,6778,6281,7215,7176,7997,8238,10172,11456,11416,17981,5492,13322,3725,8466,4672,11479,1921,4383,474,1856,3,179,1,1,0,2,0,0,20210203
202101,2호선,충정로(경기대입구),22,1,2485,751,5119,4379,12220,14575,17439,47564,11412,23066,8552,9800,8542,7501,8942,7418,9543,8875,10111,8070,11449,8683,12179,9230,19941,12174,38357,17203,12868,13078,8958,8694,9159,10793,3254,4037,725,1924,2,75,0,0,0,0,0,0,20210203
202101,2호선,한양대,1,0,666,194,1788,5062,3863,7490,6573,18090,4288,27298,3766,12410,4501,7439,5259,8115,5542,8905,6560,8083,7454,5753,13694,5182,21768,5354,21008,6705,9646,4367,7136,3406,7797,4528,5121,1861,1938,969,0,12,0,0,0,0,0,0,20210203
202101,2호선,합정,29,1,5598,2176,13091,11440,34216,27302,44823,73663,28586,61655,19558,33315,20170,30479,23608,33047,27337,37041,29146,35081,31849,35247,36819,40281,53698,50875,86716,71123,55491,47868,49632,25439,58644,28488,17877,13034,5557,6395,2,317,0,0,0,0,0,0,20210203
202101,2호선,홍대입구,193,1,7898,2533,15819,11408,44933,24093,58939,76180,37703,83069,26844,56525,32137,57859,38936,70058,45124,80111,49711,81817,59251,82335,72798,84489,93608,92080,116151,113734,89920,71848,108824,37811,129324,39748,28431,19074,7670,9310,58,1312,0,0,0,0,0,0,20210203
202101,3호선,가락시장,10,0,2115,545,5602,4417,14864,9223,17517,25112,11683,13535,9864,8957,9905,8877,10723,9086,11064,9964,11512,10918,12141,11537,12781,12097,16282,14268,24184,18882,10663,13836,8612,8817,8321,9625,2533,4553,446,1868,2,653,0,0,0,0,0,0,20210203
202101,3호선,경복궁(정부서울청사),57,0,1855,1117,4091,10067,10007,29694,15342,84660,14225,38637,10629,20838,11880,17938,12927,17438,15595,19441,18492,17525,23276,15365,28457,15545,43068,16858,74924,19668,30052,13569,25483,7801,24718,10111,5893,4351,1523,1924,3,85,0,0,0,0,0,0,20210203
202101,3호선,경찰병원,9,0,2191,189,5782,2573,17317,7621,21252,27488,12067,12513,8923,8105,8022,6028,7888,6362,7963,7970,8480,7412,8778,7377,8246,7659,12789,11082,18736,18141,6235,14709,5540,9121,5745,9048,1886,4572,359,1765,2,446,0,0,0,0,0,0,20210203
202101,3호선,고속터미널,79,1,3786,2366,5216,21897,18580,33145,30593,54539,30782,73938,30321,61248,38046,63926,48292,59893,53786,63301,59463,65749,69546,68383,79252,64264,95223,67545,100365,77786,79230,48099,99601,26551,52603,23688,20171,7451,4698,4483,1,151,0,0,5,0,0,0,20210203
202101,3호선,교대(법원.검찰청),4,0,924,429,2675,4895,5786,14641,8818,41828,7400,30022,7883,12829,9874,8303,10973,8122,13806,8429,15812,8329,17447,7264,20580,7744,34235,8896,55383,10785,23199,5874,20436,3196,24721,3548,5800,1484,1434,854,0,12,0,0,0,0,0,0,20210203
202101,3호선,구파발,112,1,7481,1152,23090,6522,65828,16808,64022,21860,31994,20194,20602,18908,19758,16841,21694,17670,20794,20184,21400,20590,23655,21366,25465,23113,27533,30621,23471,55997,13810,50782,12486,26926,11648,30602,4455,14108,948,6853,8,980,0,7,0,0,0,0,20210203
202101,3호선,금호,40,16,3813,504,8188,2349,20854,3931,29035,7315,17738,5726,10790,5416,9208,5616,9686,6740,10113,7473,8441,8078,8493,10204,8584,11608,8989,17306,9180,26114,5718,19490,4871,13098,4961,14556,1784,5923,448,2288,0,0,0,1,1,1,0,0,20210203
202101,3호선,남부터미널(예술의전당),13,1,2085,865,6523,19068,20208,46862,30549,132843,24695,70802,20900,38741,24322,28629,27682,28614,30673,32382,31470,33907,36885,32195,44299,31333,73287,34642,117193,41862,55530,28801,39572,18241,35027,17744,14747,6912,3249,3352,0,17,1,0,1,0,0,0,20210203
202101,3호선,녹번,17,1,7642,596,19163,4857,49459,6840,60902,15064,32180,7498,19166,6804,15002,7326,15044,8812,15384,9424,13530,11246,12382,13260,12669,17797,13591,26160,15190,48765,7017,43588,5465,23761,5148,28480,2444,12984,495,4895,0,48,0,2,0,1,0,0,20210203
202101,3호선,대청,58,0,2692,946,8049,5531,19919,8307,24571,21821,13537,9546,9771,6315,9554,6118,9933,7082,10467,7899,10082,8195,10781,9443,12719,10780,17448,14423,21627,21663,8609,18007,6471,11502,5762,14026,2517,6325,604,2907,0,37,0,0,0,0,0,0,20210203
202101,3호선,대치,4,0,2026,680,9403,7311,18502,15381,19774,23316,11415,16622,8430,11574,9250,10832,11427,12863,12183,14325,12602,12690,14023,12115,16492,13637,21193,16327,23215,21142,13483,17440,12340,10665,22649,11954,5290,5823,1105,2257,0,2,1,0,0,0,0,0,20210203
202101,3호선,도곡,23,6,907,374,3096,3737,6538,10396,8868,17474,5702,14069,4240,6321,4445,5187,4916,5098,5353,5206,5524,4763,6791,4557,8625,4770,13415,6386,15852,8459,8230,7008,5590,4290,5701,5716,2120,2255,375,966,2,479,0,0,0,0,0,0,20210203
202101,3호선,독립문,74,0,4069,534,4527,3985,11415,9241,15173,16392,10299,9102,8625,8106,8114,7446,8864,7634,9087,8638,9811,7983,9853,8465,9781,8737,10872,10591,12536,14635,5510,12139,4163,7225,3529,8535,1668,3593,301,1501,1,988,0,0,0,0,0,0,20210203
202101,3호선,동대입구,9,0,1172,706,1769,7844,4100,10932,5811,38203,4320,19027,3771,10329,5222,9700,5090,8819,6005,7850,7518,7788,10746,6000,12650,5804,26394,6101,25234,6523,11804,4510,8233,3198,8446,4521,3779,2174,772,978,1,119,0,0,1,0,0,0,20210203
202101,3호선,매봉,7,0,1079,524,5285,7579,12075,18460,15028,58256,10697,35504,8335,11951,8323,8714,8937,8956,10453,9629,11233,8401,13235,9087,16265,9633,30276,13191,54473,17736,22193,12300,15513,7623,16264,8825,4840,3989,989,1696,0,176,0,0,0,0,0,0,20210203
202101,3호선,무악재,7,1,1346,272,3830,1854,11281,2337,13996,4720,7629,2274,5242,2390,4552,2588,4593,2944,4476,3390,4085,3752,3749,4333,4139,5379,4523,7378,5107,13225,2202,11560,1731,6617,1823,7935,896,3755,205,1455,0,1,0,0,0,0,0,0,20210203
202101,3호선,불광,17,1,7128,839,14723,4279,38787,7402,48947,24845,26824,23767,18573,20087,17792,18235,18712,19165,19555,19744,20706,21150,21223,23678,21452,26150,22152,31115,24360,47911,13626,40284,11780,22333,10130,24863,3506,12170,937,5100,2,116,0,0,1,1,0,0,20210203
202101,3호선,수서,160,1,3889,1533,9454,11161,25492,21170,32417,42074,20227,22262,17800,15390,15098,12888,17656,15816,18397,15632,15035,15273,19779,17360,22072,19391,28994,24970,39172,37373,18174,29577,16542,18330,12156,18814,7777,9760,2664,2998,5,325,0,0,0,0,0,0,20210203
202101,3호선,신사,18,4,1850,1286,4389,16845,7983,36161,14530,95577,11109,120893,14718,59065,20118,41707,24580,40616,28156,44427,35094,44268,43528,39831,52892,38366,76522,39747,116548,44597,85853,22058,67508,9799,73237,9928,15539,4197,3444,2237,1,95,0,0,0,0,0,0,20210203
202101,3호선,안국,3,1,1311,1188,2310,14756,4439,62592,6817,79306,5667,41411,6148,22847,8829,20034,10862,18471,12855,20752,16721,20001,20978,16218,27423,13585,71287,11819,82396,10973,32330,6143,25028,3782,21832,4283,5768,2005,1387,1003,1,15,1,0,0,0,0,0,20210203
202101,3호선,압구정,51,5,2219,1821,6179,18028,12044,36347,18403,114846,14634,139657,17688,63380,23631,46706,28099,38972,31081,43154,37847,40593,45417,34990,54625,34712,76977,36303,113015,37943,84617,21307,72152,11279,54157,11432,14588,4514,2500,1988,4,470,0,0,0,0,0,0,20210203
202101,3호선,약수,98,2,4872,721,7684,4409,18073,9578,31070,27669,20884,17077,14287,11562,13746,10759,14620,11646,15493,12151,15356,13447,15296,14772,16074,17209,19906,22628,26618,33549,14236,22520,12443,14607,12290,17449,4198,7286,1107,3177,1,609,0,0,0,0,0,0,20210203
202101,3호선,양재(서초구청),42,0,4082,2053,10887,32539,26599,86006,36546,199320,24910,107254,21782,43835,24359,31740,27463,29576,30309,34099,33711,30204,40204,31403,48508,32189,99754,41546,171013,54865,80223,38731,57021,24130,55035,26759,16239,11821,3521,4986,4,387,1,0,0,0,0,0,20210203
202101,3호선,연신내,250,9,20111,1442,39970,8594,106281,13056,132115,26702,70365,26613,44632,26223,40739,28438,44329,30467,44513,36037,42285,38166,41236,47213,41193,53743,40362,70874,37820,114881,25474,102742,24814,56044,25246,64671,7927,33520,2075,14228,2,681,0,0,0,0,0,0,20210203
202101,3호선,오금,4,0,3067,11,5600,1792,19262,4359,24325,11659,12054,4808,6479,3501,5617,3165,6076,4103,6109,4642,5016,4418,5046,5989,5821,6690,7930,10269,9769,17199,4180,13942,3216,8441,2854,10492,1458,4998,203,1993,1,648,0,0,0,0,0,0,20210203
202101,3호선,옥수,155,14,2189,966,6908,3280,16895,6508,24494,12559,15392,9085,10530,6948,9989,7086,10711,8529,11549,9835,11152,9845,11368,11567,12020,13776,13195,18520,13715,27731,8319,21343,6789,13619,6698,16337,2422,6240,742,2585,10,198,0,0,0,0,0,0,20210203
